age,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,attendance_percentage,stress_level,assignments_completed,productivity_score
20,4.7,3.7,4.3,3.2,81.0,7,7,35.5
19,0.5,5.8,4.3,3.6,90.9,3,15,40.3
22,3.6,4.2,2.7,1.7,67.6,2,6,42.3
23,5.8,7.2,4.2,3.2,96.3,4,5,57.3
23,4.0,5.3,5.1,3.4,96.5,5,20,52.9
19,6.9,9.6,5.0,3.0,77.3,6,18,42.7
20,6.2,9.6,3.3,2.3,75.9,2,4,53.6
21,4.3,7.5,4.4,2.7,79.7,4,17,60.0
19,4.3,5.5,3.1,3.3,67.5,4,16,53.4
21,1.5,5.2,3.9,2.9,89.0,5,19,40.6
21,3.8,7.6,2.8,1.6,74.1,2,18,64.0
18,2.3,6.9,3.9,2.9,99.6,4,26,62.5
23,2.8,7.3,4.1,2.8,61.8,5,7,50.0
20,5.9,6.6,3.0,2.5,63.3,6,13,55.0
24,8.4,5.2,3.3,1.4,82.1,10,29,82.8
22,2.5,6.4,5.4,3.8,90.4,1,22,53.9
24,3.1,6.0,5.4,4.8,83.3,8,4,39.6
19,7.1,7.7,3.3,2.3,82.1,7,11,65.6
19,2.1,8.0,2.8,1.7,100.0,5,3,45.7
20,1.9,5.1,3.7,2.9,64.0,10,26,34.0
24,5.2,6.1,3.5,2.2,67.1,7,24,68.5
22,7.3,6.2,2.8,2.1,81.0,5,27,76.1
20,6.0,8.7,3.1,2.7,48.7,5,28,63.4
22,6.2,4.3,5.0,3.4,71.8,7,7,38.0
21,1.3,7.8,4.8,3.2,87.7,1,21,48.8
20,4.7,7.5,3.4,1.4,68.5,1,15,61.0
20,3.3,6.5,4.2,2.4,77.7,10,22,45.5
19,5.2,6.7,4.8,3.1,100.0,5,3,58.0
19,3.9,6.0,4.3,2.3,58.9,4,6,38.5
23,3.5,4.1,7.2,5.2,70.0,6,3,23.1
18,1.3,4.5,2.8,2.0,100.0,8,6,33.4
22,6.5,7.7,4.4,2.6,100.0,1,26,76.8
24,2.6,7.1,4.9,3.3,87.5,3,22,50.8
21,0.5,6.6,4.4,3.1,84.0,10,19,33.4
21,4.2,4.8,4.4,2.9,90.9,9,25,48.4
21,6.4,6.1,3.7,2.5,91.9,6,28,73.4
20,3.8,6.5,4.8,2.9,58.2,5,14,45.2
23,4.4,6.8,1.7,1.0,63.1,4,17,61.2
20,4.0,7.3,3.1,2.0,62.9,3,19,56.7
18,6.1,8.5,5.0,3.2,88.5,1,10,59.0
23,6.2,8.5,3.7,2.1,85.1,9,12,54.8
24,3.6,7.5,2.5,1.5,97.0,8,14,48.8
21,3.3,8.8,2.9,1.4,90.5,3,5,44.3
20,5.1,6.8,5.3,3.0,82.8,6,27,62.2
21,4.5,8.7,5.0,3.7,79.4,10,12,32.8
21,5.1,7.3,5.5,3.2,91.3,8,21,64.5
21,3.0,6.9,4.1,2.7,73.2,10,19,45.1
18,5.5,5.7,5.1,3.6,58.8,5,10,51.3
19,1.6,8.8,4.5,2.9,63.5,4,12,39.3
19,1.6,8.9,1.6,1.4,60.7,1,21,52.3
19,2.6,6.8,4.5,3.6,74.8,4,11,41.4
19,3.7,9.4,1.9,1.2,74.8,9,11,43.3
21,3.1,4.9,4.0,2.5,76.2,6,22,52.8
24,3.6,5.6,5.8,4.6,63.4,10,4,27.0
18,3.3,6.8,3.8,2.5,75.8,5,28,62.7
22,3.3,6.7,5.2,3.2,76.9,3,28,62.6
18,0.6,7.6,4.3,3.7,75.4,4,23,37.4
19,5.0,7.4,5.5,3.9,100.0,8,26,68.2
23,1.2,5.7,8.0,5.8,73.6,2,21,41.4
18,9.6,5.9,5.6,4.3,100.0,5,24,74.3
24,6.8,4.9,2.2,1.3,52.6,8,17,66.8
22,5.4,3.6,2.6,1.4,100.0,2,18,55.6
23,5.3,6.2,2.3,1.7,70.3,6,15,63.9
19,4.1,6.4,3.1,1.2,90.3,9,26,57.1
20,3.5,6.0,4.5,3.6,76.8,10,19,43.5
18,8.6,7.4,2.6,1.9,63.4,3,9,72.4
18,3.5,8.6,4.4,3.7,77.1,4,12,47.1
20,5.1,4.9,4.0,2.5,71.9,10,22,48.2
20,8.3,4.4,1.9,0.4,92.1,4,22,82.0
23,0.5,5.6,3.9,3.9,62.7,6,16,31.6
20,2.6,5.4,0.5,0.2,97.4,6,9,54.4
22,3.0,5.9,1.9,1.3,60.1,10,11,39.2
23,3.3,7.2,0.5,0.2,68.7,5,3,53.4
22,4.3,6.8,5.0,3.2,100.0,6,7,41.5
22,5.4,5.5,1.7,2.2,67.7,3,17,70.6
21,4.1,4.0,4.0,3.3,65.5,8,23,43.8
23,3.6,9.0,3.8,2.3,69.1,9,28,56.9
19,6.7,4.2,3.4,3.3,100.0,4,13,62.6
22,6.7,4.8,3.4,1.2,85.5,4,7,50.8
20,4.4,4.8,5.5,3.5,64.7,9,9,35.8
23,2.0,6.0,3.4,2.2,79.0,4,22,50.0
18,2.4,6.4,8.0,6.0,62.5,9,26,42.8
19,5.9,8.7,2.4,1.6,85.3,3,22,70.1
21,4.3,5.1,5.7,4.0,98.9,7,26,53.4
24,2.2,6.3,5.9,4.1,96.7,1,6,46.0
23,9.7,6.9,3.5,2.0,58.8,4,6,79.9
24,6.5,5.0,2.5,2.2,69.7,4,22,73.5
23,5.6,7.1,3.4,1.7,66.7,2,4,56.9
23,5.1,6.1,2.3,1.7,62.1,6,8,50.9
19,2.1,8.0,2.3,1.4,92.4,1,10,51.1
21,2.8,5.6,4.7,2.7,71.5,9,19,38.7
24,3.5,8.0,3.3,2.5,51.6,9,28,52.4
18,6.1,7.2,3.8,3.0,99.6,10,14,54.9
20,4.8,9.1,4.9,4.1,73.7,8,26,48.2
22,0.8,5.5,5.4,3.6,84.2,7,21,41.5
19,5.4,7.8,2.5,2.2,100.0,5,11,71.6
21,3.1,7.5,5.1,3.5,76.2,1,6,51.8
23,2.6,4.5,4.3,2.4,82.8,9,22,37.6
18,4.3,5.0,5.6,3.6,53.3,4,29,57.4
19,4.4,6.5,1.5,0.9,83.8,10,8,55.9
19,5.0,9.9,5.0,3.9,54.9,10,9,37.8
21,4.5,8.6,2.7,2.0,75.3,7,6,43.5
18,1.6,5.5,3.5,2.7,75.1,8,26,48.5
22,4.7,5.1,4.9,3.0,63.6,4,20,52.7
23,6.5,6.7,4.4,2.2,76.9,2,7,64.8
18,0.6,8.6,3.6,2.4,76.7,6,5,16.6
20,2.9,3.0,4.5,2.5,95.3,6,23,29.6
21,6.2,8.3,3.3,2.4,89.8,5,29,75.9
21,3.7,7.8,5.2,3.5,75.2,3,7,49.4
18,3.4,6.0,5.1,3.2,76.6,6,22,52.5
